Iteration Report
Iteration,Op ID,Op Name,Direction,Op Type,Kernel Name,Device ID,GPU Start Time (ns),GPU Duration (ns),API Call Start (ns),API Call Time (ns),Uses TC,Grid X,Grid Y,Grid Z,Block X,Block Y,Block Z,Data Types,Input Shapes,Parameters,Output Shapes,Long Kernel Name
0,"CONV2D_1","/module/dummy_network::_call_impl/dummy_network::forward/Conv2d::_call_impl/Conv2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d","computeOffsetsKernel",0,2860736409,2176,2860729860,5811,no,8,1,1,128,1,1,float32,"<N:1, C:3, H:32, W:32>; <K:6, C:3, R:3, S:3>; <6>","","<N:1, K:6, P:30, Q:30>","cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams)"
0,"CONV2D_1","/module/dummy_network::_call_impl/dummy_network::forward/Conv2d::_call_impl/Conv2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d","compute_gemm_pointers",0,2860879928,2144,2860875308,3457,no,544,1,1,1,1,1,float32,"<N:1, C:3, H:32, W:32>; <K:6, C:3, R:3, S:3>; <6>","","<N:1, K:6, P:30, Q:30>","compute_gemm_pointers(float2 **, const float2 *, int, const float2 *, int, const float2 *, int, int)"
0,"CONV2D_1","/module/dummy_network::_call_impl/dummy_network::forward/Conv2d::_call_impl/Conv2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d","explicit_convolve_sgemm",0,2860799736,5280,2860789673,8904,no,29,1,1,8,8,1,float32,"<N:1, C:3, H:32, W:32>; <K:6, C:3, R:3, S:3>; <6>","","<N:1, K:6, P:30, Q:30>","void cudnn::detail::explicit_convolve_sgemm<float, int, (int)1024, (int)5, (int)5, (int)3, (int)3, (int)3, (int)0, (bool)1>(int, int, int, const T1 *, int, const T1 *, int, T1 *, kernel_conv_params, int, int, float, float, int, T1 *, T1 *)"
0,"CONV2D_1","/module/dummy_network::_call_impl/dummy_network::forward/Conv2d::_call_impl/Conv2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d","fft2d_c2r_32x32",0,2860896408,6272,2860891287,3592,no,1,1,1,512,1,1,float32,"<N:1, C:3, H:32, W:32>; <K:6, C:3, R:3, S:3>; <6>","","<N:1, K:6, P:30, Q:30>","void fft2d_c2r_32x32<float, (bool)0, (bool)0, (unsigned int)0, (bool)0, (bool)0>(T1 *, const float2 *, int, int, int, int, int, int, int, int, int, float, float, cudnn::reduced_divisor, bool, T1 *, T1 *, int2, int, int)"
0,"CONV2D_1","/module/dummy_network::_call_impl/dummy_network::forward/Conv2d::_call_impl/Conv2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d","fft2d_c2r_32x32",0,2860972472,5856,2860965002,2968,no,1,1,1,512,1,1,float32,"<N:1, C:3, H:32, W:32>; <K:6, C:3, R:3, S:3>; <6>","","<N:1, K:6, P:30, Q:30>","void fft2d_c2r_32x32<float, (bool)0, (bool)0, (unsigned int)0, (bool)0, (bool)0>(T1 *, const float2 *, int, int, int, int, int, int, int, int, int, float, float, cudnn::reduced_divisor, bool, T1 *, T1 *, int2, int, int)"
0,"CONV2D_1","/module/dummy_network::_call_impl/dummy_network::forward/Conv2d::_call_impl/Conv2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d","fft2d_r2c_32x32",0,2860865464,10656,2860860281,4366,no,2,1,1,512,1,1,float32,"<N:1, C:3, H:32, W:32>; <K:6, C:3, R:3, S:3>; <6>","","<N:1, K:6, P:30, Q:30>","void fft2d_r2c_32x32<float, (bool)0, (unsigned int)0, (bool)0>(float2 *, const T1 *, int, int, int, int, int, int, int, int, int, cudnn::reduced_divisor, bool, int2, int, int)"
0,"CONV2D_1","/module/dummy_network::_call_impl/dummy_network::forward/Conv2d::_call_impl/Conv2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d","fft2d_r2c_32x32",0,2860871480,4480,2860865383,4985,no,1,1,1,512,1,1,float32,"<N:1, C:3, H:32, W:32>; <K:6, C:3, R:3, S:3>; <6>","","<N:1, K:6, P:30, Q:30>","void fft2d_r2c_32x32<float, (bool)0, (unsigned int)0, (bool)0>(float2 *, const T1 *, int, int, int, int, int, int, int, int, int, cudnn::reduced_divisor, bool, int2, int, int)"
0,"CONV2D_1","/module/dummy_network::_call_impl/dummy_network::forward/Conv2d::_call_impl/Conv2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d","fft2d_r2c_32x32",0,2860952984,10144,2860947568,4462,no,2,1,1,512,1,1,float32,"<N:1, C:3, H:32, W:32>; <K:6, C:3, R:3, S:3>; <6>","","<N:1, K:6, P:30, Q:30>","void fft2d_r2c_32x32<float, (bool)0, (unsigned int)0, (bool)0>(float2 *, const T1 *, int, int, int, int, int, int, int, int, int, cudnn::reduced_divisor, bool, int2, int, int)"
0,"CONV2D_1","/module/dummy_network::_call_impl/dummy_network::forward/Conv2d::_call_impl/Conv2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d","fft2d_r2c_32x32",0,2860958520,4352,2860954397,2974,no,1,1,1,512,1,1,float32,"<N:1, C:3, H:32, W:32>; <K:6, C:3, R:3, S:3>; <6>","","<N:1, K:6, P:30, Q:30>","void fft2d_r2c_32x32<float, (bool)0, (unsigned int)0, (bool)0>(float2 *, const T1 *, int, int, int, int, int, int, int, int, int, cudnn::reduced_divisor, bool, int2, int, int)"
0,"CONV2D_1","/module/dummy_network::_call_impl/dummy_network::forward/Conv2d::_call_impl/Conv2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d","flip_filter",0,2860859832,2048,2860854306,4690,no,6,3,1,3,3,1,float32,"<N:1, C:3, H:32, W:32>; <K:6, C:3, R:3, S:3>; <6>","","<N:1, K:6, P:30, Q:30>","void flip_filter<float, float>(T2 *, const T1 *, int, int, int, int)"
0,"CONV2D_1","/module/dummy_network::_call_impl/dummy_network::forward/Conv2d::_call_impl/Conv2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d","gemmSN_NN_kernel",0,2861074552,9215,2861069336,4336,no,16,2,36,128,1,1,float32,"<N:1, C:3, H:32, W:32>; <K:6, C:3, R:3, S:3>; <6>","","<N:1, K:6, P:30, Q:30>","void gemmSN_NN_kernel<float, (int)128, (int)2, (int)4, (int)8, (int)3, (int)4, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<float>>(cublasGemmSmallNParams<T8, T9, T1>)"
0,"CONV2D_1","/module/dummy_network::_call_impl/dummy_network::forward/Conv2d::_call_impl/Conv2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d","gemv2N_kernel",0,2860966296,5632,2860960504,3441,no,1,1,544,128,1,1,float32,"<N:1, C:3, H:32, W:32>; <K:6, C:3, R:3, S:3>; <6>","","<N:1, K:6, P:30, Q:30>","void gemv2N_kernel<int, int, float2, float2, float2, (int)128, (int)8, (int)4, (int)4, (int)1, cublasGemvParams<cublasGemvTensorStridedBatched<const float2>, cublasGemvTensorStridedBatched<float2>, float2>>(T11)"
0,"CONV2D_1","/module/dummy_network::_call_impl/dummy_network::forward/Conv2d::_call_impl/Conv2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d","gemv2T_kernel_val",0,2860890488,5312,2860885916,3902,no,1,1,544,128,1,1,float32,"<N:1, C:3, H:32, W:32>; <K:6, C:3, R:3, S:3>; <6>","","<N:1, K:6, P:30, Q:30>","void gemv2T_kernel_val<int, int, float2, float2, float2, (int)128, (int)16, (int)2, (int)2, (bool)0, cublasGemvParams<cublasGemvTensorBatched<const float2>, cublasGemvTensorBatched<float2>, float2>>(T11, T5, T5)"
0,"CONV2D_1","/module/dummy_network::_call_impl/dummy_network::forward/Conv2d::_call_impl/Conv2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d","generateWinogradTilesKernel",0,2861022008,2304,2861015608,5890,no,1,2,1,32,4,1,float32,"<N:1, C:3, H:32, W:32>; <K:6, C:3, R:3, S:3>; <6>","","<N:1, K:6, P:30, Q:30>","void cudnn::winograd::generateWinogradTilesKernel<(int)0, float, float>(cudnn::winograd::GenerateWinogradTilesParams<T2, T3>)"
0,"CONV2D_1","/module/dummy_network::_call_impl/dummy_network::forward/Conv2d::_call_impl/Conv2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d","im2col4d_kernel",0,2860785144,6304,2860779664,4768,no,2,1,1,512,1,1,float32,"<N:1, C:3, H:32, W:32>; <K:6, C:3, R:3, S:3>; <6>","","<N:1, K:6, P:30, Q:30>","void im2col4d_kernel<float, int>(im2col4d_params, cudnnConvolutionStruct, cudnnTensor4dStruct, const T1 *, T1 *, int)"
0,"CONV2D_1","/module/dummy_network::_call_impl/dummy_network::forward/Conv2d::_call_impl/Conv2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d","implicit_convolve_sgemm",0,2860585945,5696,2860565780,21059,no,29,1,1,8,8,1,float32,"<N:1, C:3, H:32, W:32>; <K:6, C:3, R:3, S:3>; <6>","","<N:1, K:6, P:30, Q:30>","void cudnn::detail::implicit_convolve_sgemm<float, float, (int)1024, (int)5, (int)5, (int)3, (int)3, (int)3, (int)1, (bool)1, (bool)0, (bool)1>(int, int, int, const T1 *, int, T2 *, T1 *, kernel_conv_params, int, float, float, int, T2 *, T2 *, int, int)"
0,"CONV2D_1","/module/dummy_network::_call_impl/dummy_network::forward/Conv2d::_call_impl/Conv2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d","implicit_convolve_sgemm",0,2860655673,5312,2860647985,6932,no,29,1,1,8,8,1,float32,"<N:1, C:3, H:32, W:32>; <K:6, C:3, R:3, S:3>; <6>","","<N:1, K:6, P:30, Q:30>","void cudnn::detail::implicit_convolve_sgemm<float, float, (int)1024, (int)5, (int)5, (int)3, (int)3, (int)3, (int)1, (bool)1, (bool)0, (bool)1>(int, int, int, const T1 *, int, T2 *, T1 *, kernel_conv_params, int, float, float, int, T2 *, T2 *, int, int)"
0,"CONV2D_1","/module/dummy_network::_call_impl/dummy_network::forward/Conv2d::_call_impl/Conv2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d","implicit_convolve_sgemm",0,2861135927,5088,2861127908,7015,no,29,1,1,8,8,1,float32,"<N:1, C:3, H:32, W:32>; <K:6, C:3, R:3, S:3>; <6>","","<N:1, K:6, P:30, Q:30>","void cudnn::detail::implicit_convolve_sgemm<float, float, (int)1024, (int)5, (int)5, (int)3, (int)3, (int)3, (int)1, (bool)1, (bool)0, (bool)1>(int, int, int, const T1 *, int, T2 *, T1 *, kernel_conv_params, int, float, float, int, T2 *, T2 *, int, int)"
